domain,window,cohort,avg_specificity,client_keys,demonstrated_combo,demonstrated_depth,hhi_channel,hhi_craft,hhi_geo,hhi_industry,hhi_job,hhi_model,hhi_stage,inc_n_stated_channel,inc_n_stated_craft,inc_n_stated_geo,inc_n_stated_industry,inc_n_stated_job,inc_n_stated_model,inc_n_stated_stage,inc_top1_channel,inc_top1_craft,inc_top1_geo,inc_top1_industry,inc_top1_job,inc_top1_model,inc_top1_stage,n_anonymous_rows,n_carried,n_case_rows,n_distinct_clients,n_dropped,n_new_clients,n_stated_channel,n_stated_craft,n_stated_geo,n_stated_industry,n_stated_job,n_stated_model,n_stated_stage,pivot_year,share_full_page,share_numeric,top1_channel,top1_craft,top1_geo,top1_industry,top1_job,top1_model,top1_stage,topbucket_channel,topbucket_craft,topbucket_geo,topbucket_industry,topbucket_job,topbucket_model,topbucket_stage,truncated
booomdigital.nl,today,control,1.758,100eco;call4usnl;cirqwood;clinicforbeauty;daisyjames;decom;eromesmarko;evoenergie;foodhallarnhem;gelredome;hetsportlokaal;icandynederland;impactpersoneel;jeromedesmaakmaker;jijenzij;junimodemaand;lextrmiste;maassenvandenbrink;neofollics;plushome;robbersenvandenhoogen;schuurmanomheiningen;sds;stadsvillasonsbeek;storagebox;streetgasm;svvitesse;svwp;tandartssimons;tramedico;wedesign;welifttraining;wil,craft+model+geo,3,0.306,0.48,0.388,0.111,1.0,0.556,0.5,,,,,,,,,,,,,,,0,,54,33,,,7,31,7,24,1,3,2,2023,0.0,0.0,0.429,0.677,0.571,0.167,1.0,0.667,0.5,Webshop & e-commerceplatform,Website & webdesign,Nederlandse stad of plaats,"Construction, real estate & housing",Website verouderd of nieuw nodig,Zakelijke afnemers (B2B),Startup / jong / groeiend,False
boostyour.marketing,today,control,1.0,cafdepieter;cafhallomestreeg;eclairaffair;somewhereinthemiddle;stichtingtoonhermans;thesandwichclubmestreeg;tob;youngbloodbrassband,,0,,1.0,,,,,,,,,,,,,,,,,,,,1,,9,8,,,0,1,0,0,0,0,0,2025,0.0,0.0,,1.0,,,,,,,Strategie & advies,,,,,,False
bootspat.nl,today,control,1.333,groenlinkspvda;meriamslijkerman;statiegeldnederland,craft,1,0.5,0.556,0.5,,1.0,,,,,,,,,,,,,,,,,0,,4,3,,,2,3,2,0,1,0,0,2023,0.333,0.0,0.5,0.667,0.5,,1.0,,,Offline media & events,"Grafisch ontwerp, drukwerk & print",Heel Nederland (landelijk),,Maatwerk software & efficiëntere processen,,,False
born05.com,today,control,1.045,538;asics;asn;blos;braaaf;dutchcocktailclub;easee;greenchoice;hasbro;hospitalitypact;klm;kpn;lechampion;philips;porsche;robijn;rtlvideoland;talpanetwork;tango;tomasu;wecycle;zekur,craft,1,,0.389,,,,,,,,,,,,,,,,,,,,1,,43,22,,,0,6,0,0,0,0,0,2015,0.0,0.0,,0.5,,,,,,,Branding & huisstijl,,,,,,True
brainstormenconcept.nl,today,control,1.059,alfalaval;artsenzondergrenzen;attema;berlalighting;bijdeboervarkenshouderij;circet;dts;gemeentebreda;geniusbouwen;ggdwestbrabant;goudavuurvast;guidoweijers;habufa;homeofimpact;kameleonsolar;klo;knook;kse;levens;levensmiddleby;libron;livingstone;madametussauds;pvozeelandwestbrabant;rewin;rwe;sealifeblankenberge;stimulusprogrammamanagement;thomassengifts;trimbos;ubuntutouch;waterschapaaenmaas;zlto;zuylen,channel,1,0.344,0.21,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1,,54,34,,,24,20,1,2,1,0,0,2020,0.0,0.0,0.5,0.35,1.0,1.0,1.0,,,Apps & custom platforms,Apps & maatwerk platforms,Nederlandse stad of plaats,"Construction, real estate & housing",Bewustwording & gedragsverandering,,,False
tom-gregory-brink-6864b91a,today,original340,1.077,amandavandelft;bassmit;boxingsisters;detailm;finaforte;holymary;interimmo;jeffsgym;marcamsing;mariafilipov;nimaazarbayjani;rijplatform;thijschogani,craft+channel,2,0.722,0.551,,1.0,1.0,1.0,,,,,,,,,,,,,,,,3,,42,13,,,6,7,0,1,2,1,0,,0.0,0.0,0.833,0.714,,1.0,1.0,1.0,,Multi-channel & omnichannel,Online adverteren (paid ads),,"Transport, logistics & automotive","Meer leads, aanvragen & verkoop",Consumentenmarkt offline,,False
tom-uivel-120694151,today,original340,1.667,eaevents;joya;mediceuticals,,0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,0,,6,3,,,2,1,1,1,0,0,0,,0.0,0.333,1.0,1.0,1.0,1.0,,,,Social media organisch,Social media content & beheer,Heel Nederland (landelijk),Retail & e-commerce (general consumer goods),,,,True
tomkolker,today,original340,1.556,alicia;bitmantle;cevasantanimale;debelastingdienst;kastori;moveahead;prescan;spacewell;theguild,craft,1,,0.802,,0.28,,1.0,,,,,,,,,,,,,,,,0,,14,9,,,0,9,0,5,0,1,0,,0.0,0.0,,0.889,,0.4,,1.0,,,UX/UI & interface design,,"Software, IT & telecom",,"Overheid, zorg & onderwijs",,False
toonvharen,today,original340,1.333,altaroute;deltaflyadventures;ecotrekkin,,0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,0,,3,3,,,0,0,1,1,0,0,2,,0.0,0.0,,,1.0,1.0,,,1.0,,,Specifiek buitenland,"Hospitality, tourism, sports & recreation",,,Startup / jong / groeiend,False
trichis.nl_428,today,original340,1.25,ambulancedienstrotterdamrijnmond;beterthuisintaal;brandweerregiorotterdamrijnmond;bredajazzfestival;degezamenlijkebrandweer;fcdenbosch;frankheijmann;fransreichardt;fsvdefeijenoorder;gemeenterotterdam;hogeschoolrotterdam;ikaziaziekenhuis;instaladoinstallatietechniek;instituutvoorgezondheidszorg;jeroenhertzberger;koekela;livinbeautyceramics;martinbroekema;nac;nacbusinessclub;nationaalmsfonds;nielsvanlaatum;nouwenstransport;novaform;pcs;performancematters;pijnackerinfra;raait;reijchard;ricohbusinesscenterrotterdam;roflexpersoneel;rotterdambusinessschool;rotterdamtopsport;s3staff;sophiakinderziekenhuis;tourdefrancefemmes,craft+geo,2,,0.424,0.755,0.284,0.25,1.0,0.5,,,,,,,,,,,,,,,0,,55,36,,,0,30,7,9,4,1,2,,0.0,0.0,,0.633,0.857,0.444,0.25,1.0,0.5,,"Grafisch ontwerp, drukwerk & print",Nederlandse stad of plaats,Healthcare & care,Lancering nieuw product of concept,Zakelijke afnemers (B2B),Omvang in cijfers,True
tomorrowmen.nl,today,control,1.0,buurtkeukens;hollandbarrett;notbranded,,0,1.0,0.333,,,0.5,,,,,,,,,,,,,,,,,20,,24,3,,,1,3,0,0,2,0,0,2023,0.0,0.0,1.0,0.333,,,0.5,,,"SEA, display & overige paid advertising","Outcome-verkoop (leads, omzet, groei)",,,Maatwerk software & efficiëntere processen,,,True
transvormatie.nl,today,control,1.154,abboscholen;agrifoodtrading;albertheijn;axerrio;claddingpoint;hbv;jewelconceptsinternational;mentalhealthcaribbean;nilmedia;petercv;siemenshealthcare;wijmakendewijk;zoetzout,craft,1,,0.44,0.5,0.5,,,,,,,,,,,,,,,,,,0,,16,13,,,0,5,2,2,0,0,0,2020,0.0,0.0,,0.6,0.5,0.5,,,,,"Grafisch ontwerp, drukwerk & print",Regionaal (binnen Nederland),"Software, IT & telecom",,,,False
tres.nl,today,narrower,2.167,bentacera;cjib;ggdfrysln;groningenairporteelde;histoparts;hynetworkgasunie;kkfhkozijnen;kwadrant;mhcmobility;rocmiddennederland;susa;zcert,industry+job+channel,3,1.0,0.306,,0.403,0.44,1.0,,,,,,,,,,,,,,,,0,,12,12,,,9,12,0,12,5,1,0,2023,0.0,0.167,1.0,0.417,,0.583,0.6,1.0,,Website & CMS,Website & webdesign,,Business & professional services,Maatwerk software & efficiëntere processen,Webshop consumenten (D2C),,True
turntwo.com,today,narrower,1.0,newyorkpizza;postcodeloterij,,0,,1.0,1.0,,,,,,,,,,,,,,,,,,,5,,10,2,,,0,2,1,0,0,0,0,2025,0.0,0.0,,1.0,1.0,,,,,,"Online marketing, performance & CRO",Internationaal / wereldwijd,,,,,False
ultrax.agency,today,control,1.235,citybeanz;curajob;emelisse;geertslagboom;goetheertolmanaccountants;interborgkeukens;kindervillahetkootertje;leoniebarendse;maggie;martindeleeuw;michel;notenkraamslagboom;oesterproeverijpekaar;sabienpekaar;slotoostende;verwijskreeftenparken;wilsbb,,0,1.0,0.273,0.5,0.333,,0.5,,,,,,,,,,,,,,,,12,,31,17,,,1,11,2,3,0,2,0,2025,0.0,0.0,1.0,0.455,0.5,0.333,,0.5,,Social media organisch,Website & webdesign,Nederlandse stad of plaats,Education & childcare,,Zakelijke afnemers (B2B),,True
vdveer.nl,today,control,1.333,bybjorn;cercocaff;firstgear;fitpiggy;nwvt;stonedamsterdam,craft,1,1.0,0.389,,0.5,,,,,,,,,,,,,,,,,,0,,10,6,,,2,6,0,2,0,0,0,2025,0.0,0.0,1.0,0.5,,0.5,,,,Webshop & e-commerceplatform,Branding & huisstijl,,"Transport, logistics & automotive",,,,False
vertigo6.nl,today,narrower,1.714,easportsfc25;electronicarts;friendlyfire;logitech;mga;oneplus12series;ottosimon,craft,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,0,,14,7,,,1,3,0,0,0,0,0,2023,0.0,0.714,1.0,1.0,,,,,,Social media organisch,Campagnes & creatieve concepten,,,,,,False
vrijdagonline.nl,today,narrower,1.849,acodeq;acodeqnl;advancednl;aksosaccountants;aksosnl;aktoor;aktoornl;annhilnl;awillemsen;bamboek;bamboeknl;basystemen;beleefbedum;broederdevriesnl;bureauklantcontact;bureauklantcontactnl;careforbuildingsnl;centruminternkinderontvoering;dbkeukens;deltalloyd;depsychologengroep;depsychologengroepnl;duivelseiland;duivelseilandnl;etapeoplecom;eurofinsbureaudewit;feliznovia;fjordbenelux;forteggz;forteggznl;fulloption;fysiotherapiedelftnl;groenewoudassurantin;icibernl;icsvertex;inhoudcc;kruger;landschapsbeheergroningen;letselschadepsycholoogonline;letselschadepsycholoogonlinenl;luxiuscom;megasolarpower;mentaalvrij;mentaalvrijnl;metesco;nestcoat;nvvp;ocrn;ocrnnl;pbtinternational;pdocmhf;platformmeerggznl;polygoot;profileproject;profileprojectnl;psychiatrienoordnl;psychiatrierivierenlandnl;pvpnl;realizitnl;sabelectro;sabelectronl;smilease;spaaqnl;stadshartfysionl;stichtingpvp;studioreinderveenstra;tandartspraktijkdiemenzuidnl;timentomproductiesnl;tptechnology;tptechnologynl;vandijkentransportcom;visualisatienederland;youngconsultant,craft+model,2,0.333,0.364,,0.259,1.0,1.0,,,,,,,,,,,,,,,,0,,102,73,,,3,27,0,54,1,9,0,2023,0.0,0.0,0.333,0.556,,0.389,1.0,1.0,,Website & CMS,Website & webdesign,,Healthcare & care,Personeel werven & werkgeversmerk,Zakelijke afnemers (B2B),,True
webdesign-direct.nl,today,narrower,1.167,giftsnl;mastboschnl;ninstack;offerteaanvragennu;techmatchers;witgoedrandstadnl,craft,1,0.5,0.5,,1.0,,,,,,,,,,,,,,,,,,0,,6,6,,,2,6,0,1,0,0,0,2025,0.0,0.0,0.5,0.667,,1.0,,,,"SEA, display & overige paid advertising",Website & webdesign,,"Construction, real estate & housing",,,,False
webinzicht.nl,today,control,2.0,afmoerlinghausenmuseum;artisanstuccomortars;bastionhotels;deduindoorn;hofkamp;raquelrodriguez;steinweiden;vanhetwad;wijkbedrijfselwerd,job,1,0.28,0.185,1.0,0.333,0.375,,,,,,,,,,,,,,,,,0,,23,9,,,5,9,2,9,4,0,0,2023,0.0,0.0,0.4,0.222,1.0,0.444,0.5,,,Website & CMS,Website & webdesign,Regionaal (binnen Nederland),"Hospitality, tourism, sports & recreation",Naamsbekendheid & zichtbaarheid,,,True
tudordumitru,today,original340,2.333,bogdan;drfiras;julietageoroiu,industry,1,,0.5,,0.556,,,,,,,,,,,,,,,,,,0,,3,3,,,0,2,0,3,0,0,0,,0.0,0.333,,0.5,,0.667,,,,,Strategie & advies,,Healthcare & care,,,,False
tymen-cieraad-b4073040,today,original340,1.545,bluecity;circularbiobaseddelta;commissievoorwelstandenmonumenten;dedirkzwagerkrant;drift;ggdrotterdamrijnmond;leineroebana;mavoschravenlantxl;mindmap;schiedamviert750;vnoncwwest,,0,,0.289,0.5,0.333,,,,,,,,,,,,,,,,,,0,,15,11,,,0,11,2,6,0,0,0,,0.0,0.0,,0.364,0.5,0.333,,,,,Branding & huisstijl,Regionaal (binnen Nederland),"Media, culture & entertainment",,,,False
valerie-bos,today,original340,1.048,afvalpreventie;afvalvanutrecht;almereschoon;avanti;awesomealmere;bijplaatsingen;buitendering;cirkelwaarde;cultuurfondsalmere;doneerring;dutchfoodweek;economicboardalmere;edenatuurlijk;flevocampus;flooralmere;floriadefestival;floriadefoodexperience;gemeentealmere;gftetensresten;goldendays;groenengezondalmere;groengezond;groengezondalmere;growinggreencities;havenhart20;heelnederlandrepareert;maakwatvanjedorpdag;makersvanalmere;milieustraat;mistergreen;price;slaapstad;startupalmere;startupflevoland;stichtingpolderblik;textiel;theallyfoodmovement;upcyclecentrum;wasbareluiers;waterburgemeester;windesheimflevoland;zomerinhaven,,0,1.0,0.388,1.0,,,,,,,,,,,,,,,,,,,3,,59,42,,,1,7,1,0,0,0,0,,0.0,0.024,1.0,0.429,1.0,,,,,"Content, video & PR",Campagnes & creatieve concepten,Nederlandse stad of plaats,,,,,False
vdoelman,today,original340,1.12,argonex;barbecuecatering;beleefbosque;blenderbike;boveenendaal;captaincruise;debusspecialist;dewildetriltechniek;duvekotrentmeesters;ekh;groendakpan;gunneman;hsvtmp;introbouw;mkbvalleiregio;nalaten;noot;ooglift;outlineoutdoor;pensioenlogica;schipperede;tbselectronics;ttms;vandewetering;vanmanen,craft,1,,1.0,,,,,,,,,,,,,,,,,,,,0,,30,25,,,0,22,0,0,0,0,0,,0.0,0.12,,1.0,,,,,,,Website & webdesign,,,,,,False
vincent-beld-928a8b21,today,original340,1.0,4seasonsoutdoor;bellezi;totaalbed;volkerwessels,craft,1,,0.375,,,,,,,,,,,,,,,,,,,,0,,7,4,,,0,4,0,0,0,0,0,,0.0,0.0,,0.5,,,,,,,"Video, animatie & fotografie",,,,,,False
bolden.nl,today,control,1.0,aya;citysightseeing;dekmantel;ekster;femaleinitiativebusinessacademy;flaredepartment;garmundo;hollandcasino;icebar;jrnys;lovelycruises;lovers;mline;mrmarvis;nubikk;pstrstudio;sheerenloo;shoefresh;spicepr;swapmeals;thecirqle;tourstickets;umob,,0,,0.22,,,,,,,,,,,,,,,,,,,,0,,33,23,,,0,21,0,0,0,0,0,2020,0.0,0.0,,0.333,,,,,,,Strategie & advies,,,,,,True
bona-agency.com,today,control,2.5,cholocatie;desiderio;ericas;iknowly;izsit;julietazerial;lapuchadesign;norabonavera;reduce;risingcollectively;visionesg;wanderx,craft+stage,2,1.0,0.319,0.5,0.156,0.26,0.5,0.556,,,,,,,,,,,,,,,0,,13,12,,,2,12,2,8,10,2,3,2025,0.75,0.083,1.0,0.5,0.5,0.25,0.4,0.5,0.667,SEO & organische vindbaarheid,Branding & huisstijl,Nederland plus buurlanden,"Media, culture & entertainment","Merk, huisstijl & verhaal",SaaS & software,Startup / jong / groeiend,False
boodschapenbeeld.nl,today,control,1.833,denkslank;hetparkhuis;loopbaancoachingdrechtsteden;snsbankspijkenisse;zoomermakelaardij;zoomernijptaxatieburo,industry+craft,2,1.0,0.625,1.0,0.556,1.0,,,,,,,,,,,,,,,,,0,,8,6,,,1,4,1,3,1,0,0,2023,0.167,0.167,1.0,0.75,1.0,0.667,1.0,,,Social media organisch,Branding & huisstijl,Nederlandse stad of plaats,Business & professional services,Naamsbekendheid & zichtbaarheid,,,True
boomerangagency.com,today,control,1.0,abnamro;ahterra;albertheijn;barilla;beyondmeat;desperados;fanta;heineken;liga;mentos;parbo;varkensinnood,,0,,,,,,,,,,,,,,,,,,,,,,0,,17,12,,,0,0,0,0,0,0,0,2025,0.0,0.0,,,,,,,,,,,,,,,True
dentsucreative.amsterdam,today,control,1.0,dutchministryofdefense;gls;libresse;lisbonfestival;ministerievandefensie;rabobank;volkswagen,craft,1,,1.0,,,,,,,,,,,,,,,,,,,,0,,18,7,,,0,3,0,0,0,0,0,2022,0.0,0.0,,1.0,,,,,,,Branding & huisstijl,,,,,,True
deptagency.com,today,control,2.0,arm;ebay;meta;nvidia;talkingportraits,industry,1,,0.5,,0.625,,,,,,,,,,,,,,,,,,0,,6,5,,,0,2,0,4,0,0,0,2022,0.0,0.0,,0.5,,0.75,,,,,Apps & maatwerk platforms,,"Media, culture & entertainment",,,,False
deregiekamer.nl,today,control,1.0,arval;erasmusbrug;favoritegifts;heffiq;vanderendesteelprotectors;vandervliet;vostransport,craft,1,,0.5,,,,,,,,,,,,,,,,,,,,2,,18,7,,,0,6,0,0,0,0,0,2025,0.0,0.0,,0.667,,,,,,,"Grafisch ontwerp, drukwerk & print",,,,,,False
designchefs.nl,today,control,1.125,aardappelstal;deukencentrum;duni;kstrading;leerfabels;pieters;slijterijnelis;vossolar,,0,0.28,0.222,1.0,1.0,1.0,,,,,,,,,,,,,,,,,4,,12,8,,,5,6,1,1,1,0,0,2024,0.0,0.0,0.4,0.333,1.0,1.0,1.0,,,Webshop & e-commerceplatform,Webshop & e-commerce,Internationaal / wereldwijd,Retail & e-commerce (general consumer goods),"Meer leads, aanvragen & verkoop",,,False
designpro.nl,today,control,1.033,aircoinside;ajsonneveldt;anaspecsolutions;antoniushoeve;arthurverwoerdreeuwijk;autohuisbenschop;autolakonline;bbbijonsaandehem;cafetariabrasseriedeveerpoort;chateaumelay;delangebouw;deruijtertuinen;desleutel;empowerrecruitment;finishingtouch;fleurrecruitment;gasolec;gevelherstel;groeneveldgroengrondinfra;hoefblok;hondinevenwicht;janvangenttuinen;keukenateliermaats;knallertmarket;kokschoonmaak;kompassio;kroesroter;liquidrebels;littlejoya;loonbedrijfvanderspek;magazijnwagenscortenoord;manvandevloer;pannenkoekenrestaurantonderdemolen;parketloods;quadpower;rahiris;ratuculinair;roelofsfoodcentre;ruitershopwarmer;safetymarks;setah;sin;slagerijzweistra;steuer;tensentweewielers;termifa;triz;vagnetics;vanbeelen;vandenakkeraccountancy;vanderplaatmeubelen;vankatsmachines;vanlagen;variofit;vdgvloeren;veerdienstschoonhoven;verfcompleet;vgtotaal;vink;yourwayrecruitment,craft,1,0.5,0.46,,1.0,1.0,1.0,,,,,,,,,,,,,,,,0,,61,60,,,2,10,0,1,1,1,0,2023,0.017,0.0,0.5,0.6,,1.0,1.0,1.0,,Webshop & e-commerceplatform,Website & webdesign,,"Fashion, beauty & personal goods",Webshop & online verkoop,Gemengd,,False
netprofiler.nl,today,narrower,1.846,10days;brandpreventiewinkel;decokay;harman;hogeschoolutrecht;mediahuis;multicopy;newyorkpizza;oxfamnovib;parship;passasports;termeer;zorgenzekerheid,,0,0.333,0.21,1.0,0.184,0.143,,1.0,,,,,,,,,,,,,,,1,,17,13,,,3,9,1,7,7,0,1,2023,0.0,0.231,0.333,0.333,1.0,0.286,0.143,,1.0,SEO & organische vindbaarheid,Strategie & advies,Regionaal (binnen Nederland),"Fashion, beauty & personal goods",Maatwerk software & efficiëntere processen,,Omvang in cijfers,False
netxz.nl,today,control,2.333,consulexservices;famebuilder;layersxr;matrixian;novaskinpro;pagewise;rijschoolgraduate;usenetdeal;zorgservices,craft+channel+geo,3,1.0,0.312,0.556,0.306,1.0,1.0,,,,,,,,,,,,,,,,0,,11,9,,,5,8,3,7,2,1,0,2025,0.0,0.556,1.0,0.5,0.667,0.429,1.0,1.0,,SEO & organische vindbaarheid,Website & webdesign,Nederlandse stad of plaats,"Software, IT & telecom",Beter vindbaar in Google,Zakelijke afnemers (B2B),,False
no7.digital,today,narrower,1.0,hotelscom;nike;tui,craft,1,,1.0,,,,,,,,,,,,,,,,,,,,0,,3,3,,,0,3,0,0,0,0,0,2025,0.0,0.0,,1.0,,,,,,,Strategie & advies,,,,,,False
nodefy.nl,today,control,1.0,displine;frankyamsterdam;stories;tourstickets,craft+channel+model,3,0.625,1.0,,,,1.0,,,,,,,,,,,,,,,,0,,8,4,,,4,4,0,0,0,3,0,2025,0.0,0.0,0.75,1.0,,,,1.0,,Multi-channel & omnichannel,Online adverteren (paid ads),,,,Webshop consumenten (D2C),,False
pamelacrovatto,today,original340,1.889,bukoinfrasupport;cazaswonen;deberen;edge;herculeselektrotechniek;lilyloft;stigas;swvhout;vergeerholland,,0,1.0,0.21,1.0,0.219,,,,,,,,,,,,,,,,,,0,,12,9,,,1,9,2,8,0,0,0,,0.0,0.0,1.0,0.333,1.0,0.25,,,,Social media organisch,Branding & huisstijl,Nederlandse stad of plaats,"Food, beverage & agriculture",,,,True
paulverboven,today,original340,2.125,acheatingair;allbeautifulcolors;blackdiamondarchitects;davisappliancerepair;drcordiewilliams;eewardmovingstorage;gprchiropractic;msolartint,,0,1.0,,,0.5,,,,,,,,,,,,,,,,,,1,,15,8,,,1,0,0,2,0,0,0,,0.0,0.875,1.0,,,0.5,,,,SEO & organische vindbaarheid,,,"Transport, logistics & automotive",,,,False
peter-dragstra-6b9a03b5,today,original340,1.667,cfpgreenbuildings;landmarkt;moby;omdenken;supereco;utrecht4globalgoals,,0,1.0,0.5,,,,,,,,,,,,,,,,,,,,0,,15,6,,,1,2,0,0,0,0,0,,0.0,0.667,1.0,0.5,,,,,,Social media organisch,Website & webdesign,,,,,,False
petrakevenaar,today,original340,1.0,21pinchos;barlenie;bertmans;bioaanhuis;cafsjiek;dekeilewerf;dekroon;denhaagcentraalstation;destaduit;flowerburger;foodi;grafischlyceumrotterdam;guladogcare;jipundpetra;katendrecht;koopgoot;lefanfare;neoyogaonline;newfork;packback;reuzel;rotterdamcentraalstation;rotterdamcentrum;schorem;stadshavenbrouwerijrotterdam;taartenwinkelnl;theoldschoolbarberacademy;thevintagerebel;unlocqed,craft,1,,0.351,,,,,,,,,,,,,,,,,,,,0,,29,29,,,0,29,0,0,0,0,0,,0.0,0.0,,0.517,,,,,,,Social media content & beheer,,,,,,False
baazenco.nl,today,control,1.0,25jaarvmbo;energiefestivalassen;foldon;geldloketemmen;heldr;ikbendrentsondernemer;lavitaebella;nhlstendenyos;popping;skillsforlife;stichtingprimenius;thehappytraveler;voiladvies;werk30;xinteractive,craft,1,,0.388,1.0,,,,,,,,,,,,,,,,,,,0,,23,15,,,0,11,1,0,0,0,0,2023,0.0,0.0,,0.545,1.0,,,,,,Campagnes & creatieve concepten,Nederlandse stad of plaats,,,,,True
bandwerk.nl,today,control,1.167,dbatool;gemeenterijssenholten;htbconstructie;ondernemersmagazinerijssenholten;rivo;tenbrinke,,0,,0.333,1.0,1.0,,,,,,,,,,,,,,,,,,0,,6,6,,,0,3,2,1,0,0,0,2025,0.0,0.0,,0.333,1.0,1.0,,,,,Content & copywriting,Nederlandse stad of plaats,"Hospitality, tourism, sports & recreation",,,,True
be-interactive.nl,today,control,1.667,abdijolvvankoningshoeven;gruijtersaluminium;logisticforce;reynaers;tjecco;wyt,industry,1,,0.2,,0.375,,1.0,,,,,,,,,,,,,,,,0,,18,6,,,0,5,0,4,0,1,0,2025,0.0,0.0,,0.2,,0.5,,1.0,,,Webshop & e-commerce,,Manufacturing & industrial,,Zakelijke afnemers (B2B),,False
be-remarkable.nl,today,control,1.667,civilion;claudi;druppa;gardenlux;handsincontrol;strukton;szr;technohub;uwstadwerkt,craft,1,,0.506,1.0,0.28,,1.0,,,,,,,,,,,,,,,,0,,18,9,,,0,9,1,5,0,2,0,2020,0.0,0.0,,0.667,1.0,0.4,,1.0,,,Website & webdesign,Regionaal (binnen Nederland),Healthcare & care,,Webshop consumenten (D2C),,False
bearsfactory.nl,today,control,1.333,cascararodizio;performenzcoaching;veekenszadelkamers,,0,0.5,0.333,,1.0,,,,,,,,,,,,,,,,,,0,,3,3,,,2,3,0,1,0,0,0,2025,0.0,0.0,0.5,0.333,,1.0,,,,Social media paid,Website & webdesign,,"Hospitality, tourism, sports & recreation",,,,True
hesterdewit,today,original340,1.0,750jaardaminderotte;ahademan;alimentari;alpina;appeltaartvoormanagers;bplmiddendelfland;cordinatiepuntmensenbiosfeergebieden;derotte;dewielerrotte;dijkversterkinghansweert;eyoccbookingcom;fibercoreeurope;flowingrow;groenvoorzieningzuidhollandismrecreatieschaprottemeren;grontmij;hartogtoorn;hesinternational;hetoudenoordeninrotterdam;kdekkerbouwinfra;natuurenrecreatieschapijsselmonde;nemag;occbookingcom;reintgrootveld;rosengaerde;sheerenloo;sprenkelstobiasbastian;standsbos013tilburg;stichtinghumanitas;thuiszorgrotterdam;tijhuisingenieurs;vanrooijenadvocaten;vastelandadvocaten;volksuniversiteitrotterdam;zhdstevedores;zonmw,,0,,0.31,0.5,,,,,,,,,,,,,,,,,,,6,,76,35,,,0,34,2,0,0,0,0,,0.0,0.0,,0.441,0.5,,,,,,"Grafisch ontwerp, drukwerk & print",Internationaal / wereldwijd,,,,,False
hhogenbirk,today,original340,1.061,avermedia;axyondynamic;bchi;bookscomtw;braincool;carepathtechnologiesgmbh;clearmindbiomedical;deepblu;ert;geeny;hansaton;harmankardon;holoindustry;iduntechnologies;ipteq;irepell;ixensor;ledvance;liionpower;medionag;microsynetics;munichairport;nativeinstrument;oreltech;pranaq;pryd;rapidresponserevival;tado;tadogmbh;teufel;viewsonic;vostars;wearablelifescience,,0,,0.22,1.0,1.0,,,,,,,,,,,,,,,,,,0,,44,33,,,0,20,1,1,0,0,0,,0.0,0.03,,0.3,1.0,1.0,,,,,"Grafisch ontwerp, drukwerk & print",Specifiek buitenland,Retail & e-commerce (general consumer goods),,,,True
joepbogaers,today,original340,1.083,fatboy;hannekedejong;horseflex;kevinboerenhypnotherapie;lavieenrose;maijerstechniek;oomssport;raamfoliewinkelnl;relatiehuisrijnmond;spraydip;suite702;witgoedservicecc,craft,1,0.306,0.375,,,1.0,1.0,,,,,,,,,,,,,,,,0,,25,12,,,7,4,0,0,1,1,0,,0.0,0.083,0.429,0.5,,,1.0,1.0,,SEO & organische vindbaarheid,SEO & vindbaarheid,,,Beter vindbaar in Google,Webshop consumenten (D2C),,True
joeyzeelen,today,original340,0.875,dutchbank;globalactivewearbrand;globaldairybrand;globalfashionretailer;globalfootwearretailer;globalfragrancecompany;heritagesportswearbrand;performancesportswearbrand,industry+craft,2,,0.438,0.36,0.388,,,,,,,,,,,,,,,,,,0,,8,8,,,0,8,5,7,0,0,0,,0.0,0.0,,0.625,0.4,0.571,,,,,Strategie & advies,Specifiek buitenland,"Fashion, beauty & personal goods",,,,True
johanhubers,today,original340,1.2,apothekers;herobaby;indeed;klantenwelkom;reumanederland,craft+channel,2,0.375,0.625,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,5,,11,5,,,4,4,2,2,2,1,0,,0.0,0.0,0.5,0.75,0.5,0.5,1.0,1.0,,Offline media & events,Campagnes & creatieve concepten,Europa,"Nonprofits, charities & associations","Meer leads, aanvragen & verkoop",Zakelijke afnemers (B2B),,False
